category_name,burmese_word,devanagari,english_meaning,source,first_consonant,word_length
21-30,နှစ်ဆယ့်ငါး,နှစ်ဆယ့်ငါး,न्ह1से³¹11ङा3,kg_book,န,11
21-30,နှစ်ဆယ့်ခြောက်,နှစ်ဆယ့်ခြောက်,न्ह1से³¹11छौ?1,kg_book,န,14
21-30,နှစ်ဆယ့်ခုနှစ်,နှစ်ဆယ့်ခုနှစ်,न्ह1से³¹11खु1न्हे?2,kg_book,န,14
21-30,နှစ်ဆယ့်ရှစ်,နှစ်ဆယ့်ရှစ်,न्ह1से³¹11शे?2,kg_book,န,12
21-30,နှစ်ဆယ့်ကိုး,နှစ်ဆယ့်ကိုး,न्ह1से³¹11कोए,kg_book,န,12
21-30,သုံးဆယ်,သုံးဆယ်,थों23से³¹12,kg_book,သ,7
40-90,လေးဆယ်,လေးဆယ်,ले3से³¹12,kg_book,လ,6
40-90,ငါးဆယ်,ငါးဆယ်,ङा3से³¹12,kg_book,င,6
40-90,ခြောက်ဆယ့်,ခြောက်ဆယ့်,छौ?1से³¹11,kg_book,ခ,10
40-90,ခုနှစ်ဆယ်,ခုနှစ်ဆယ်,खु1न्हे?2से³¹12,kg_book,ခ,9
40-90,ရှစ်ဆယ်,ရှစ်ဆယ်,श1से³¹12,kg_book,ရ,7
40-90,ကိုးဆယ်,ကိုးဆယ်,कोएसे³¹12,kg_book,က,7
100-900,တစ်ရာ,တစ်ရာ,त1या2,kg_book,တ,5
100-900,နှစ်ရာ,နှစ်ရာ,न्ह1या2,kg_book,န,6
100-900,သုံးရာ,သုံးရာ,थों23या2,kg_book,သ,6
100-900,လေးရာ,လေးရာ,ले3या2,kg_book,လ,5
100-900,ငါးရာ,ငါးရာ,ङा3या2,kg_book,င,5
100-900,ခြောက်ရာ,ခြောက်ရာ,छौ?1या2,kg_book,ခ,8
100-900,ခုနှစ်ရာ,ခုနှစ်ရာ,खु1न्हे?2या2,kg_book,ခ,8
100-900,ရှစ်ရာ,ရှစ်ရာ,श1या2,kg_book,ရ,6
100-900,ကိုးရာ,ကိုးရာ,कोएया2,kg_book,က,6
1000-9000,တစ်ထောင်,တစ်ထောင်,त1थौं2,kg_book,တ,8
1000-9000,နှစ်ထောင်,နှစ်ထောင်,न्ह1थौं2,kg_book,န,9
1000-9000,သုံးထောင်,သုံးထောင်,थों23थौं2,kg_book,သ,9
1000-9000,လေးထောင်,လေးထောင်,ले3थौं2,kg_book,လ,8
1000-9000,ငါးထောင်,ငါးထောင်,ङा3थौं2,kg_book,င,8
1000-9000,ခြောက်ထောင်,ခြောက်ထောင်,छौ?1थौं2,kg_book,ခ,11
1000-9000,ခုနှစ်ထောင်,ခုနှစ်ထောင်,खु1न्हे?2थौं2,kg_book,ခ,11
1000-9000,ရှစ်ထောင်,ရှစ်ထောင်,श1थौं2,kg_book,ရ,9
1000-9000,ကိုးထောင်,ကိုးထောင်,कोएथौं2,kg_book,က,9
10000-90000,တစ်သောင်း,တစ်သောင်း,त1थौं3,kg_book,တ,9
10000-90000,နှစ်သောင်း,နှစ်သောင်း,न्ह1थौं3,kg_book,န,10
10000-90000,သုံးသောင်း,သုံးသောင်း,थों23थौं3,kg_book,သ,10
10000-90000,လေးသောင်း,လေးသောင်း,ले3थौं3,kg_book,လ,9
10000-90000,ငါးသောင်း,ငါးသောင်း,ङा3थौं3,kg_book,င,9
10000-90000,ခြောက်သောင်း,ခြောက်သောင်း,छौ?1थौं3,kg_book,ခ,12
10000-90000,ခုနှစ်သောင်း,ခုနှစ်သောင်း,खु1न्हे?2थौं3,kg_book,ခ,12
10000-90000,ရှစ်သောင်း,ရှစ်သောင်း,श1थौं3,kg_book,ရ,10
10000-90000,ကိုးသောင်း,ကိုးသောင်း,कोएथौं3,kg_book,က,10
100000-10 trillion,တစ်သိန်း,တစ်သိန်း,त1थेन13,kg_book,တ,8
100000-10 trillion,သန်း,သန်း,थं13,kg_book,သ,4
100000-10 trillion,ကုဋေ,ကုဋေ,कु1टे2,kg_book,က,4
100000-10 trillion,ကောဋိ,ကောဋိ,कौ3टि1,kg_book,က,5
100000-10 trillion,ပကောဋိ,ပကောဋိ,प1कौ3टि1,kg_book,ပ,6
100000-10 trillion,ကောဋိပကောဋိ,ကောဋိပကောဋိ,कौ3टि1प1कौ3टि1,kg_book,က,11
100000-10 trillion,နဟုတံ,နဟုတံ,न1हु1तं32,kg_book,န,5
100000-10 trillion,နိန္နဟုတံ,နိန္နဟုတံ,नि1न1,kg_book,န,9
100000-10 trillion,အက္ခဘေိဏီ,အက္ခဘေိဏီ,अ1क1,kg_book,အ,9
100000-10 trillion,ဗိန္ဒု,ဗိန္ဒု,बि1न1,kg_book,ဗ,6
100000-10 trillion,အဗ္ဗုဒ,အဗ္ဗုဒ,अ1ब1,kg_book,အ,6
100000-10 trillion,ကောဋိပကောဋိသန်း,ကောဋိပကောဋိသန်း,कौ3टि1प1कौ3टि1थं13,kg_book,က,15
LESSON - 2A,ပါ,बा2,"(spelled as ""pa2"".) polite ending word with emphasis",words,ပ,2
LESSON - 2A,ပါတယ်,बा2दे³¹12,affirmation in the answer.,words,ပ,5
WHAT,ဘာလဲ,बा2ले³¹13,What? What did you say?,words,ဘ,4
WHAT,ဘာလိုချင်လဲ,बा2लो2छिन2ले³¹13,What do you want?,words,ဘ,11
WHAT,ဘာလုပ်ချင်လဲ,बा2लोपछिन2ले³¹13,What do you want to do?,words,ဘ,12
WHAT,ကြ,जा1,plural form of people,words,က,2
WHAT,ဘာလုပ်ကြမလဲ,बा2लोपजा1म1ले³¹13,What shall we do?,words,ဘ,11
WHAT,ဘာစားကြမလဲ,बा2झा3जा1म1ले³¹13,What shall we eat?,words,ဘ,10
WHAT,ဒါဘာလဲ,दा2बा2ले³¹13,What is this?,words,ဒ,6
WHY,ဘာဖြစ်လို့လဲ,बा2फ्ये?2लो1ले³¹13,Why? What's the matter?,words,ဘ,12
WHY,ဘာကြောင့်လဲ,बा2चौन1ले³¹13,Why? What's the reason behind this?,words,ဘ,11
WHEN,ဘယ်တောလာမလဲ,बे³¹12दौ3ला2म1ले³¹13,When will you come?,words,ဘ,11
WHO,ဘယ်သူလဲ,बे³¹12दु2ले³¹13,Who?  ,words,ဘ,7
WHO,သူပဲ,थु2बे³¹13,"That's him! (spelled as ""peare3"")",words,သ,4
WHO,စာရေးဆရာ,सा2ये3झ1या2,a writer,words,စ,8
WHO,ဆရာ,स1या2,teacher; master of a trade,words,ဆ,3
WHO,ဆရာတော်,स1या2दौ2,"(spelled as ""tau2"") Venerable Monk",words,ဆ,7
WHO,ဆရာမ,स1या2म1,madam; female teacher,words,ဆ,4
WHO,ဆိုက်ကားဆရာ,साइगा3झ1या2,trishaw driver,words,ဆ,11
WHICH,ဘယ်ဟာလဲ,बे³¹12हा2ले³¹13,Which one?,words,ဘ,7
WHICH,ဒါပဲ,दा2बे³¹13,This is the one! / That's it!,words,ဒ,4
WHICH,ဒါလိုချင်တယ်,दा2लो2छिन2दे³¹12,I want this one!,words,ဒ,12
HOW MANY,ဘယ်နှယောက်လဲ,बे³¹12न्ह1यौतले³¹13,How many people?,words,ဘ,12
HOW MUCH,ဘယ်လောက်လိုချင်လဲ,बे³¹12लौतलो2छिन2ले³¹13,How much (do you) want?,words,ဘ,17
HOW MUCH,ဒီလောက်,दि2लौत,This much,words,ဒ,7
HOW MUCH,ဒီလာက်လိုတယ်,दि2ला2ग1,I need this much,words,ဒ,12
HOW MUCH,ဒီလောက်လိုချင်တယ်,दि2लौतलो2छिन2दे³¹12,I want this much,words,ဒ,17
HOW,ဘယ်လိုလဲ,बे³¹12लो2ले³¹13,How is it going?,words,ဘ,8
HOW,ဒီလိုပဲ,दि2लो2बे³¹13,"So, so… (Lit: ""Just like this"")",words,ဒ,7
HOW,ဘယ်လိုလုပ်ကြမလဲ,बे³¹12लो2लोपजा1म1ले³¹13,What shall we do? (How to proceed?),words,ဘ,15
HOW,ဘယ်လိုသွားကြမလဲ,बे³¹12लो2थ्वा3जा1म1ले³¹13,How shall we go?,words,ဘ,15
WHERE,ဘယ်လဲ,बे³¹12ले³¹13,Go where? Where to?,words,ဘ,5
WHERE,ဘယ်ကပြန်လာလဲ,बे³¹12ग1प्यं12ला2ले³¹13,Come back from where?,words,ဘ,12
WHERE,နင်ဘယ်မလဲ,निन2बे³¹12म1ले³¹13,Where are you?,words,န,9
WHERE,ဘယ်မှာလဲ,बे³¹12म्हा2ले³¹13,Where is it? (where at?),words,ဘ,8
WHERE,ဒီမှာ,दि2म्हा2,Here!,words,ဒ,5
WHERE,ဟိုမှာ,हो2म्हा2,There!,words,ဟ,6
WHERE,ဘယ်သွားချင်လဲ,बे³¹12थ्वा3छिन2ले³¹13,Where do you want to go?,words,ဘ,13
WHERE,ဘယ်သွားကြမလဲ,बे³¹12थ्वा3जा1म1ले³¹13,Where shall we go?,words,ဘ,12
SENTENCE PATTERNS,လား,,""" ? "" at the end of the sentence",words,လ,3
SENTENCE PATTERNS,ပြီ,,has reached certain stage,words,ပ,3
SENTENCE PATTERNS,ပြီလား,,reached certain stage?,words,ပ,6
SENTENCE PATTERNS,မ - ဘူး,म1,no,words,မ,7
SENTENCE PATTERNS,မ - တော့ဘူး,म1,no longer (want or do something),words,မ,11
SENTENCE PATTERNS,မ - သေးဘူး,म1,not yet (want or do something),words,မ,10
SENTENCE PATTERNS,ရဲ့,ये³¹13,the word to show concern,words,ရ,3
EASY / DIFFICULT,ခက်လား,खेतला3,Difficult?,words,ခ,6
EASY / DIFFICULT,လွယ်လား,ल्वे³¹12ला3,Easy?,words,လ,7
NEEDS,လိုလား,लो2ला3,Do you need it?,words,လ,6
NEEDS,လိုတယ်,लो2दे³¹12,"Yes, I need it",words,လ,6
NEEDS,မလိုဘူး,म1लो2बु3,No need,words,မ,7
NEEDS,မလိုသေးဘူး,म1लो2दे3बु3,I don't need it yet,words,မ,10
NEEDS,မလိုတော့ဘူး,म1लो2दौ1बु3,I no longer need it,words,မ,11
WANTS,လိုချင်လား,लो2छिन2ला3,Do you want it?,words,လ,10
WANTS,လိုချင်တယ်,लो2छिन2दे³¹12,I want it,words,လ,10
WANTS,မလိုချင်တော့ဘူး,म1लो2छिन2दौ1बु3,I no longer want it,words,မ,15
TO BE ENOUGH,လောက်လား,लौतला3,Do you have enough?,words,လ,8
TO BE ENOUGH,လောက်တယ်,लौतदे³¹12,Yes,words,လ,8
TO BE ENOUGH,မလောက်ဘူး,म1लौतबु3,"No, not enough",words,မ,9
TO BE ENOUGH,လောက်ပြီလား,लौतप्यि2ला3,Is that enough already?,words,လ,11
TO BE ENOUGH,လောက်ပြီ,लौतप्यि2,Yes,words,လ,8
TO BE ENOUGH,မလောက်သေးဘူးလား,म1लौतदे3बु3ला3,Still no t enough?,words,မ,15
TO BE ENOUGH,မလောက်သေးဘူး,म1लौतदे3बु3,No. / Still not enough,words,မ,12
DO,မလုပ်ချင်တော့ဘူး,म1लोपछिन2दौ1बु3,I don't want to do it anymore,words,မ,16
DO,မလုပ်တော့ဘူး,म1लोपदौ1बु3,I am no longer doing it,words,မ,12
USED UP,ကုန်ပြီလား,कोन12प्यि2ला3,Used/eaten up already?,words,က,10
USED UP,ကုန်ပြီ,कोन12प्यि2,Used/eaten up already,words,က,7
USED UP,မကုန်သေးဘူးလား,म1गोन12दे3बु3ला3,Haven't used/eaten up yet?,words,မ,14
USED UP,မကုန်သေးဘူး,म1गोन12दे3बु3,Not yet,words,မ,11
REACHED DESTINATION,ရောက်,यौत,to reach the destination,words,ရ,5
REACHED DESTINATION,ရောက်ပြီ,यौतप्यि2,We are there,words,ရ,8
REACHED DESTINATION,ရောက်ပြီလား,यौतप्यि2ला3,Are we there yet?,words,ရ,11
REACHED DESTINATION,မရောက်သေးဘူးလား,म1यौतदे3बु3ला3,Are we not there yet?,words,မ,15
REACHED DESTINATION,မရောက်သေးဘူး,म1यौतदे3बु3,We are not there yet,words,မ,12
BE AVAILABLE / BE READY,ရ,य1,"to obtain; to be ready; to be
available",words,ရ,1
BE AVAILABLE / BE READY,ရပြီ,य1प्यि2,"Yes, got it!",words,ရ,4
BE AVAILABLE / BE READY,ရပြီလား,य1प्यि2ला3,Have you got it? Is it ready?,words,ရ,7
BE AVAILABLE / BE READY,မရသေးဘူးလား,म1य1दे3बु3ला3,Haven't got it yet? Not ready yet?,words,မ,11
BE AVAILABLE / BE READY,မရသေးဘူး,म1य1दे3बु3,No. / Haven't got it yet. Not ready yet.,words,မ,8
DONE,မပြီးသေးဘူးလား,म1प्यि3दे3बु3ला3,Haven't you done it yet?,words,မ,14
DONE,မပြီးသေးဘူး,म1प्यि3दे3बु3,No / Haven't finished yet,words,မ,11
DONE,ပြီးပြီလား,प्यि3प्यि2ला3,Finished already?,words,ပ,10
DONE,ပြီးပြီ,प्यि3प्यि2,Done! It's over!,words,ပ,7
HAVE YOUR MEAL,စား,सा3,eat,words,စ,3
HAVE YOUR MEAL,စားပြီးပြီလား,सा3प्यि3प्यि2ला3,eaten already?,words,စ,13
HAVE YOUR MEAL,စားပြီးပြီ,सा3प्यि3प्यि2,"I am done eating, eaten already (eat + done)",words,စ,10
HAVE YOUR MEAL,စားကောင်းရဲ့လား,सा3गौन3ये³¹13,"How was the food?, Delicious?",words,စ,15
HAVE YOUR MEAL,သိပ်ကောင်းတာပဲ,थै2गौन3दा2बे³¹13,It was very good!,words,သ,14
HAVE YOUR MEAL,မစားရသေးဘူးလား,म1झा3य1दे3बु3ला3,Haven't you eaten yet?,words,မ,14
HAVE YOUR MEAL,မစားရသေးဘူး,म1झा3य1दे3बु3,"No, I haven't eaten yet",words,မ,11
HAVE YOUR MEAL,မစားချင်တော့ဘူး,म1झा3छिन2दौ1बु3,"I don't want to eat it
anymore",words,မ,15
HAVE YOUR MEAL,မစားတော့ဘူး,म1झा3दौ1बु3,I am not going to eat,words,မ,11
GO,သွားမလား,थ्वा3म1ला3,0,words,သ,8
GO,မသွားဘူး,म1थ्वा3बु3,0,words,မ,8
GO,သွားမယ်,थ्वा3मे³¹12,0,words,သ,7
GO,သွားဦးမယ်နော်,थ्वा3,0,words,သ,13
GO,သွားချင်လား,थ्वा3छिन2ला3,0,words,သ,11
GO,သွားချင်တယ်,थ्वा3छिन2दे³¹12,0,words,သ,11
GO,မသွားချင်ဘူး,म1थ्वा3छिन2बु3,0,words,မ,12
GO,မသွားချင်သေးဘူး,म1थ्वा3छिन2दे3बु3,0,words,မ,15
GO,မသွားချင်တော့ဘူး,म1थ्वा3छिन2दौ1बु3,0,words,မ,16
GO,မသွားတော့ဘူး,म1थ्वा3दौ1बु3,0,words,မ,12
AFFIRMATIVE,ဟုတ်,होट,0,words,ဟ,4
AFFIRMATIVE,ဟုတ်ပါတယ်,होटबा2दे³¹12,0,words,ဟ,9
AFFIRMATIVE,ဟုတ်တယ်,होटदे³¹12,0,words,ဟ,7
AFFIRMATIVE,ဟုတ်လား,होटला3,0,words,ဟ,7
AFFIRMATIVE,ဟုတ်ပါ့ဟုတ်ပါ့,होटबा2,0,words,ဟ,14
AFFIRMATIVE,ဟုတ်ရဲ့လား,होटये³¹13,0,words,ဟ,10
AFFIRMATIVE,ဟုတ်ကဲ့,होटगे³¹13,0,words,ဟ,7
AFFIRMATIVE,မဟုတ်ဘူး,म1होटबु3,0,words,မ,8
AFFIRMATIVE,မဟုတ်သေးဘူး,म1होटदे3बु3,0,words,မ,11
GOOD,ကောင်း,कौन3,0,words,က,6
GOOD,ကောင်းပါတယ်,कौन3बा2दे³¹12,0,words,က,11
GOOD,ကောင်းပါတယ်လေ,कौन3बा2दे³¹12ले2,0,words,က,13
GOOD,ကောင်းပြီလေ,कौन3प्यि2ले2,0,words,က,11
GOOD,ကောင်းတယ်,कौन3दे³¹12,0,words,က,9
GOOD,ကောင်းလား,कौन3ला3,0,words,က,9
GOOD,ကောင်းရဲ့လား,कौन3ये³¹13,0,words,က,12
GREETINGS,မင်္ဂလာပါ,0,0,words,မ,9
GREETINGS,နေထိုင်,ने2दाइन2,0,words,န,7
GREETINGS,နေကောင်း,ने2गौन3,0,words,န,8
GREETINGS,နေကောင်းကြလား,ने2गौन3जा1ला3,0,words,န,13
GREETINGS,နေကောင်းကြရဲ့လား,ने2गौन3जा1ये³¹13,0,words,န,16
GREETINGS,နေကောင်းကြပါတယ်,ने2गौन3जा1बा2दे³¹12,0,words,န,15
GREETINGS,တွေ့,त्वे1,0,words,တ,4
GREETINGS,တွေ့ရတာ,त्वे1य1दा2,0,words,တ,7
GREETINGS,ဝမ်းသာ,वं23दा2,0,words,ဝ,6
GREETINGS,တွေ့ရတာဝမ်းသာပါတယ်,त्वे1य1दा2वं23दा2बा2दे³¹12,0,words,တ,18
GREETINGS,ကျေးဇူး,चे3जु3,0,words,က,7
GREETINGS,ကျေးဇူးတင်ပါတယ်,चे3जु3दिन2बा2दे³¹12,0,words,က,15
LESSON 2B: PART 1,ဟုတ်တာပေါ့,होटदा2बौ1,0,words,ဟ,10
LESSON 2B: PART 1,ဦးလးတင်အတွက်လက်ဆောင်,,0,words,လ,20
LESSON 2B: PART 1,ရပါတယ်,य1बा2दे³¹12,0,words,ရ,6
LESSON 2B: PART 1,ကျွန်တော်စမ်းကြည့်မယ်,चुन12दौ2झं23चे³¹21मे³¹12,0,words,က,21
LESSON 2B: PART 1,လွယ်ပါတယ်,ल्वे³¹12बा2दे³¹12,0,words,လ,9
PART 2,ကြိုက်တယ်,चाइदे³¹12,0,words,က,9
PART 2,မဆိုးပါဘူး,म1झो3बा2बु3,0,words,မ,10
PART 2,ဘယ်ဟုတ်ပါ့မလဲ,बे³¹12होटबा2,0,words,ဘ,13
PART 2,တစ်ခါတလေမှပါ,त1खा2द1ले2म्ह1बा2,0,words,တ,12
PART 2,ကိစ္စမရှိပါဘူး,कि1झ1,0,words,က,14
PART 2,နေပါစေတော့,ने2बा2झे2दौ1,0,words,န,10
PART 3,မိုက်တယ်ကွ,माइदे³¹12क्व1,0,words,မ,10
PART 3,ဟော့တယ်ဟေ့,हौ1दे³¹12हे1,0,words,ဟ,10
PART 3,ဘယ်လိုထင်လဲ,बे³¹12लो2दिन2ले³¹13,0,words,ဘ,11
PART 3,မဖြစ်နိုင်ပါဘူး,म1फ्ये?2नाइन2बा2बु3,0,words,မ,15
PART 3,သြော်ဟုတ်လား,थ्यौ2होटला3,0,words,သ,12
PART 4,ဒါဘယ်သူနဲ့လဲ,दा2बे³¹12दु2ने³¹13,0,words,ဒ,12
Burmese Favourite,မုန့်ဟင်းခါး,,Rice Noodle with Fish Gravy,recipes,မ,12
Burmese Favourite,ဘူးသီးကြော်,,Fried melon,recipes,ဘ,11
Burmese Favourite,ပဲကက်ကြော်,,Fried (fritter) yellow split pea,recipes,ပ,10
Burmese Favourite,ပုစွန်ကက်ကြော်,,Fried (fritter) shrimp,recipes,ပ,14
Burmese Favourite,ကြက်သွန်ကြော်,,Fried Onion,recipes,က,13
Burmese Favourite,ငါးဖယ်ကြော်,,Fried Featherback,recipes,င,11
Burmese Favourite,ဘဲဥပြုတ်,,Boiled Duck Egg,recipes,ဘ,8
Burmese Favourite,နံနံပင်,,Cilantro (Parsley),recipes,န,7
Burmese Favourite,ငရုတ်သီးမှုန့်,,Chilli Powder,recipes,င,14
Burmese Favourite,သံပရာသီး,,Lime,recipes,သ,8
Burmese Favourite,ဆီချက်,,Fried Onion or Garlic in Oil,recipes,ဆ,6
Various cuisines,ကောက်ညှင်းပေါင်း,,Steamed Glutinous Rice,recipes,က,16
Various cuisines,ပဲပြုတ်,,Boiled Pea,recipes,ပ,7
Various cuisines,နံပြား,,Flat Round Indian Bread,recipes,န,6
Various cuisines,အီကြာကွေး,,Fried Rice Dough Stick,recipes,အ,9
Various cuisines,ခေါပုတ်,,Grounded Glutinous Rice,recipes,ခ,7
Various cuisines,ခေါက်ဆွဲပြုတ်,,Noodle Soup,recipes,ခ,13
Various cuisines,ဝက်သားပေါင်း,,Dim Sum (Steamed Pork),recipes,ဝ,12
Various cuisines,ပေါက်စီ,,Chinese “baozi”; Dumpling,recipes,ပ,7
Various cuisines,ပေါင်မုန့်,,Bread,recipes,ပ,10
Various cuisines,ပေါင်မုန့်မီးကင်,,Toast,recipes,ပ,16
Various cuisines,ပေါင်မုန့်ကြော်,,French Toast,recipes,ပ,15
Various cuisines,ကြက်ဥခေါက်ကြော်,,Omelet,recipes,က,15
Various cuisines,ကြက်ဥပြုတ်,,Boiled egg,recipes,က,10
Various cuisines,ကြက်ဥပြုတ်မကျက်တကျက်,,Half-boiled egg,recipes,က,20
Snacks,မုန့်ဆီကြော်,,Burmese Fried Rice Pancake,recipes,မ,12
Snacks,မုန့်ဖက်ထုပ်,,Glutinous Rice with Sweet Stuffing,recipes,မ,12
Snacks,မုန့်လက်ကောက်,,Burmese Donut,recipes,မ,13
Snacks,မုန့်စိမ်းပေါင်း,,Steamed Rice Cake,recipes,မ,16
Snacks,ငှက်ပျောသီးကြော်,,Fried Banana,recipes,င,16
Snacks,ဗယာကြော်,,Fried Yellow Split Pea,recipes,ဗ,8
Snacks,ဘိန်းမုန့်,,Rice Pancake with Poppy Seeds,recipes,ဘ,10
Snacks,လမုန့်,,Mooncake,recipes,လ,6
Snacks,နှမ်းပျစ်,,Sesame Brittle,recipes,န,9
Snacks,နံကထိုင်,,Sweet Indian Pastry with butter smell,recipes,န,8
Snacks,ကန်စွန်းဥပြုတ်,,Boiled Sweet Potato,recipes,က,14
Snacks,ပြောင်းဖူးပြုတ်,,Boiled Corn,recipes,ပ,15
Appetizers,အမြည်း,,Appetizer,recipes,အ,6
Appetizers,စမူဆာ,,Samusa (Indian stuffed food),recipes,စ,5
Appetizers,အာလူးကြော်,,Potatoes (fries or chips),recipes,အ,10
Appetizers,ကော်ပြန့်ကြော်,,Spring Rolls,recipes,က,14
Appetizers,ဝက်သားလုံးကြော်,,Fried Minced Pork Balls,recipes,ဝ,15
Appetizers,ဝက်အူချောင်းကြော်,,Chinese Sausage,recipes,ဝ,17
Appetizers,ဆတ်သားခြောက်ကြော်,,Dried & Fried Venison,recipes,ဆ,17
Appetizers,ကြက်သားလုံးကြော်,,Fried Minced Chicken Balls,recipes,က,16
Appetizers,ကြက်သားသုပ်,,Chicken Salad,recipes,က,11
Appetizers,ပုစွန်ကြော်,,Fried Prawns,recipes,ပ,11
Appetizers,ငါးရှဥ့်ကြော်,,Crispy Hot (fried) Eel,recipes,င,13
Appetizers,ငါးသလဲထိုးကြော်,,Fried Loach,recipes,င,15
Appetizers,ငါးကင်,,Grilled Fish,recipes,င,6
Appetizers,ငါးမုန့်,,Fried Crispy Fish Flakes,recipes,င,8
Appetizers,လက်ဖက်သုပ်,,Fermented Tea Salad,recipes,လ,10
Appetizers,မြေပဲလှော်,,Roasted Peanut,recipes,မ,10
"Rice, Noodles",ကြက်သားဆန်ပြုတ်,,Rice Porridge with Chicken,recipes,က,15
"Rice, Noodles",ကြေးအိုး,,Hot pot,recipes,က,8
"Rice, Noodles",ဒံပေါက်ထမင်း,,Biryani Rice,recipes,ဒ,12
"Rice, Noodles",ကြက်သားပလာတာ,,Parata (Indian) with chicken,recipes,က,12
"Rice, Noodles",ဆီထမင်း,,"Steamed rice, vegetables and meat",recipes,ဆ,7
"Rice, Noodles",အုန်းထမင်း,,Rice steamed with coconut,recipes,အ,10
"Rice, Noodles",ထောပတ်ထမင်း,,Rice fried with butter,recipes,ထ,11
"Rice, Noodles",ထမနဲ,,Glutinous Rice (1 month only),recipes,ထ,4
"Rice, Noodles",ထမင်းသုပ်,,Rice and Vegetable Salad,recipes,ထ,9
"Rice, Noodles",ထမင်းကြော်,,Fried Rice,recipes,ထ,10
"Rice, Noodles",ကြာဆံကြော်,,Rice Noodle,recipes,က,10
"Rice, Noodles",မုန့်တီ,,Rice Noodle in thin Fish Gravy,recipes,မ,7
"Rice, Noodles",အုန်းနို့ ခေါက်ဆွဲ,,Noodle with Chicken Coconut Gravy,recipes,အ,18
"Rice, Noodles",နန်းကြီးသုပ်,,Noodle Salad with Chicken,recipes,န,12
"Rice, Noodles",ခေါက်ဆွဲသုပ်,,Noodle Salad,recipes,ခ,12
"Rice, Noodles",တို့ဟူးသုပ်,,Soya-Bean Cake Salad,recipes,တ,11
"Chicken & Duck (Lunch, Dinner)",ကြက်သားဒံပေါက်,,Chicken Biryani,recipes,က,14
"Chicken & Duck (Lunch, Dinner)",ဘဲကင်,,(Peking) Roasted Duck,recipes,ဘ,5
"Chicken & Duck (Lunch, Dinner)",ကြက်ကင်,,Roasted Chicken,recipes,က,7
"Chicken & Duck (Lunch, Dinner)",ကြက်အစိမ်းကြော်,,Fried Vegetables with Chicken,recipes,က,15
"Chicken & Duck (Lunch, Dinner)",ကြက်ကြော်,,Fried Chicken,recipes,က,9
"Chicken & Duck (Lunch, Dinner)",ကုန်းဘောင်ကြီးကြော်,,Gongbao Diced Chicken,recipes,က,19
"Chicken & Duck (Lunch, Dinner)",ကြက်အသည်းအမြစ်ဟင်း,,"Curry Chicken liver, gizzard, & heart",recipes,က,18
"Chicken & Duck (Lunch, Dinner)",ကြက်သားအာလူးဟင်း,,Curry Chicken and Potatoes,recipes,က,16
"Beef & Mutton (Lunch, Dinner)",အမဲသားဟင်း,,Stewed Beef Curry,recipes,အ,10
"Beef & Mutton (Lunch, Dinner)",အမဲကလီစာဟင်း,,Beef Intestine & Liver Curry,recipes,အ,12
"Beef & Mutton (Lunch, Dinner)",အမဲသားနှပ်,,Braised Beef,recipes,အ,10
"Beef & Mutton (Lunch, Dinner)",ဆိတ်သားဟင်း,,Mutton Curry,recipes,ဆ,11
"Pork (Lunch, Dinner)",တောက်တောက်ကြော်,,Fried Sweet & Sour Minced Pork,recipes,တ,15
"Pork (Lunch, Dinner)",ဝက်နံရိုးကင်,,Barbecue Pork Spare Ribs,recipes,ဝ,12
"Pork (Lunch, Dinner)",ချိုချဉ်ကြော်,,Sweet & Sour Pork,recipes,ခ,13
"Pork (Lunch, Dinner)",ဝက်အစိမ်းကြော်,,Fried Vegetables with Pork,recipes,ဝ,14
"Pork (Lunch, Dinner)",ဝက်သားမျှစ်ချဉ်ဟင်း,,Pork with Sour Bamboo shoots,recipes,ဝ,19
"Pork (Lunch, Dinner)",ဝက်သားဟင်း,,Curry Pork,recipes,ဝ,10
"Seafood (Lunch, Dinner)",ငါးဟင်း,,Fish Curry,recipes,င,7
"Seafood (Lunch, Dinner)",ငါးသလောက်ပေါင်း,,Steamed Hilsa,recipes,င,15
"Seafood (Lunch, Dinner)",ငါးဆုပ်ကြော်,,Fried Fishballs,recipes,င,12
"Seafood (Lunch, Dinner)",ငါးမုတ်ကြော်,,Fried Pomfret,recipes,င,12
"Seafood (Lunch, Dinner)",ငါးချိုချဉ်ကြော်,,Sweet & Sour Fish,recipes,င,16
"Seafood (Lunch, Dinner)",ပုစွန်ဟင်း,,Prawn Curry,recipes,ပ,10
"Seafood (Lunch, Dinner)",ကဏန်းပေါင်း,,Steamed Crab,recipes,က,11
"Seafood (Lunch, Dinner)",ပုစွန်တုပ်ဟင်း,,Chilli Lobster,recipes,ပ,14
"Seafood (Lunch, Dinner)",ပြည်ကြီးငါးကြော်,,Fried Squid,recipes,ပ,16
Sauce and Side Dishes,ငါးပိကြော်,,Fried Shrimp Paste,recipes,င,10
Sauce and Side Dishes,ငါးပိရည်,,Shrimp Paste Sauce,recipes,င,8
Sauce and Side Dishes,ငါးပိထောင်း,,Baked and grinded shrimp paste,recipes,င,11
Sauce and Side Dishes,ပဲပုပ်,,Fermented Soya Bean,recipes,ပ,6
Sauce and Side Dishes,အချဉ်ရည်,,Catchup,recipes,အ,8
"Vegetables (Lunch, Dinner)",အစိမ်းကြော်,,Fried Vegetables,recipes,အ,11
